year,country,happiness_rank,happiness_score,gdp,social_support,health,freedom,generosity,corruption
2015,Colombia,33,6.477,0.91861,1.24018,0.69077,0.53466,0.18401,0.0512
2015,Thailand,34,6.455,0.9669,1.26504,0.7385,0.55664,0.5763,0.03187
2015,Saudi Arabia,35,6.411,1.39541,1.08393,0.72025,0.31048,0.13706,0.32524
2015,Spain,36,6.329,1.23011,1.31379,0.95562,0.45951,0.18227,0.06398
2015,Malta,37,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586
2015,Taiwan,38,6.298,1.29098,1.07617,0.8753,0.3974,0.25376,0.08129
2015,Kuwait,39,6.295,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609
2015,Suriname,40,6.269,0.99534,0.972,0.6082,0.59657,0.16991,0.13633
2015,Trinidad and Tobago,41,6.168,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114
2015,El Salvador,42,6.13,0.76454,1.02507,0.67737,0.4035,0.10692,0.11776
2015,Guatemala,43,6.123,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472
2015,Uzbekistan,44,6.003,0.63244,1.34043,0.59772,0.65821,0.22837,0.30826
2015,Slovakia,45,5.995,1.16891,1.26999,0.78902,0.31751,0.16893,0.03431
2015,Japan,46,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806
2015,South Korea,47,5.984,1.24461,0.95774,0.96538,0.33208,0.18557,0.07857
2015,Ecuador,48,5.975,0.86402,0.99903,0.79075,0.48574,0.11541,0.1809
2015,Bahrain,49,5.96,1.32376,1.21624,0.74716,0.45492,0.17362,0.306
2015,Italy,50,5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901
2015,Bolivia,51,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.088
2015,Moldova,52,5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615
2015,Paraguay,53,5.878,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242
2015,Kazakhstan,54,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454
2015,Slovenia,55,5.848,1.18498,1.27385,0.87337,0.60855,0.25328,0.03787
2015,Lithuania,56,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031
2015,Nicaragua,57,5.828,0.59325,1.14184,0.74314,0.55475,0.27815,0.19317
2015,Peru,58,5.824,0.90019,0.97459,0.73017,0.41496,0.14982,0.05989
2015,Belarus,59,5.813,1.03192,1.23289,0.73608,0.37938,0.11046,0.1909
2015,Poland,60,5.791,1.12555,1.27948,0.77903,0.53122,0.16759,0.04212
2015,Malaysia,61,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501
2015,Croatia,62,5.759,1.08254,0.79624,0.78805,0.25883,0.05444,0.0243
2015,Libya,63,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023
2015,Russia,64,5.716,1.13764,1.23617,0.66926,0.36679,0.00199,0.03005
2015,Jamaica,65,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299
2015,North Cyprus,66,5.695,1.20806,1.07008,0.92356,0.49027,0.26169,0.1428
2015,Cyprus,67,5.689,1.20813,0.89318,0.92356,0.40672,0.30638,0.06146
2015,Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.07822,0.17383
2015,Kosovo,69,5.589,0.80148,0.81198,0.63132,0.24749,0.2831,0.04741
2015,Turkmenistan,70,5.548,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844
2015,Mauritius,71,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521
2015,Hong Kong,72,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124
2015,Estonia,73,5.429,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184
2015,Indonesia,74,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0
2015,Vietnam,75,5.36,0.63216,0.91226,0.74676,0.59444,0.1686,0.10441
2015,Turkey,76,5.332,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746
2015,Kyrgyzstan,77,5.286,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232
2015,Nigeria,78,5.268,0.65435,0.90432,0.16007,0.34334,0.27233,0.0403
2015,Bhutan,79,5.253,0.77042,1.10395,0.57407,0.53206,0.47998,0.15445
2015,Azerbaijan,80,5.212,1.02389,0.93793,0.64045,0.3703,0.07799,0.16065
2015,Pakistan,81,5.194,0.59543,0.41411,0.51466,0.12102,0.33671,0.10464
2015,Jordan,82,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293
2015,Montenegro,82,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296
2015,China,84,5.14,0.89012,0.94675,0.81658,0.51697,0.08185,0.02781
2015,Zambia,85,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468
2015,Romania,86,5.124,1.04345,0.88588,0.7689,0.35068,0.13748,0.00649
2015,Serbia,87,5.123,0.92053,1.00964,0.74836,0.20107,0.19231,0.02617
2015,Portugal,88,5.102,1.15991,1.13935,0.87519,0.51469,0.13719,0.01078
2015,Latvia,89,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332
2015,Philippines,90,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279
2015,Somaliland region,91,5.057,0.18847,0.95152,0.43873,0.46582,0.50318,0.39928
2015,Morocco,92,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546
2015,Macedonia,93,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.05327
2015,Mozambique,94,4.971,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603
2015,Albania,95,4.959,0.87867,0.80434,0.81325,0.35733,0.14272,0.06413
2015,Bosnia and Herzegovina,96,4.949,0.83223,0.91916,0.79081,0.09245,0.24808,0.00227
2015,Lesotho,97,4.898,0.37545,1.04103,0.07612,0.31767,0.16388,0.12504
2015,Dominican Republic,98,4.885,0.89537,1.17202,0.66825,0.57672,0.21684,0.14234
2015,Laos,99,4.876,0.59066,0.73803,0.54909,0.59591,0.42192,0.24249
2015,Mongolia,100,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666
2015,Swaziland,101,4.867,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306
2015,Greece,102,4.857,1.15406,0.92933,0.88213,0.07699,0.0,0.01397
2015,Lebanon,103,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582
2015,Hungary,104,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758
2015,Honduras,105,4.788,0.59532,0.95348,0.6951,0.40148,0.23027,0.06825
2015,Tajikistan,106,4.786,0.39047,0.85563,0.57379,0.47216,0.22974,0.15072
2015,Tunisia,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358
2015,Palestinian Territories,108,4.715,0.59867,0.92558,0.66015,0.24499,0.11251,0.12905
2015,Bangladesh,109,4.694,0.39753,0.43106,0.60164,0.4082,0.21222,0.12569
2015,Iran,110,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863
2015,Ukraine,111,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961
2015,Iraq,112,4.677,0.98549,0.81889,0.60237,0.0,0.17922,0.13788
2015,South Africa,113,4.642,0.92049,1.18468,0.27688,0.33207,0.11973,0.08884
2015,Ghana,114,4.633,0.54558,0.67954,0.40132,0.42342,0.23087,0.04355
2015,Zimbabwe,115,4.61,0.271,1.03276,0.33475,0.25861,0.18987,0.08079
2015,Liberia,116,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232
2015,India,117,4.565,0.64499,0.38174,0.51529,0.39786,0.26475,0.08492
2015,Sudan,118,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466
2015,Haiti,119,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175
2015,Congo (Kinshasa),120,4.517,0.0,1.0012,0.09806,0.22605,0.24834,0.07625
2015,Nepal,121,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907
2015,Ethiopia,122,4.512,0.19073,0.60406,0.44055,0.4345,0.24325,0.15048
2015,Sierra Leone,123,4.507,0.33024,0.95571,0.0,0.4084,0.21488,0.08786
2015,Mauritania,124,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461
2015,Kenya,125,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839
2015,Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105
2015,Armenia,127,4.35,0.76821,0.77711,0.7299,0.19847,0.07855,0.039
2015,Botswana,128,4.332,0.99355,1.10464,0.04776,0.49495,0.10461,0.12474
2015,Myanmar,129,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034
2015,Georgia,130,4.297,0.7419,0.38562,0.72926,0.40577,0.05547,0.38331
2015,Malawi,131,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977
2015,Sri Lanka,132,4.271,0.83524,1.01905,0.70806,0.53726,0.40828,0.09179
2015,Cameroon,133,4.252,0.4225,0.88767,0.23402,0.49309,0.20618,0.05786
2015,Bulgaria,134,4.218,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872
2015,Egypt,135,4.194,0.8818,0.747,0.61712,0.17288,0.11291,0.06324
2015,Yemen,136,4.077,0.54649,0.68093,0.40064,0.35571,0.09131,0.07854
2015,Angola,137,4.033,0.75778,0.8604,0.16683,0.10384,0.12344,0.07122
2015,Mali,138,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352
2015,Congo (Brazzaville),139,3.989,0.67866,0.6629,0.31051,0.41466,0.12388,0.11686
2015,Comoros,140,3.956,0.23906,0.79273,0.36315,0.22917,0.17441,0.199
2015,Uganda,141,3.931,0.21102,1.13299,0.33861,0.45727,0.29066,0.07267
2015,Senegal,142,3.904,0.36498,0.97619,0.4354,0.36772,0.20843,0.10713
2015,Gabon,143,3.896,1.06024,0.90528,0.43372,0.31914,0.06822,0.11091
2015,Niger,144,3.845,0.0694,0.77265,0.29707,0.47692,0.19387,0.15639
2015,Cambodia,145,3.819,0.46038,0.62736,0.61114,0.66246,0.40359,0.07247
2015,Tanzania,146,3.781,0.2852,1.00268,0.38215,0.32878,0.34377,0.05747
2015,Madagascar,147,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124
2015,Central African Republic,148,3.678,0.0785,0.0,0.06699,0.48879,0.23835,0.08289
2015,Chad,149,3.667,0.34193,0.76062,0.1501,0.23501,0.18386,0.05269
2015,Guinea,150,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139
2015,Ivory Coast,151,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922
2015,Burkina Faso,152,3.587,0.25812,0.85188,0.27125,0.39493,0.21747,0.12832
2015,Afghanistan,153,3.575,0.31982,0.30285,0.30335,0.23414,0.3651,0.09719
2015,Rwanda,154,3.465,0.22208,0.7737,0.42864,0.59201,0.22628,0.55191
2015,Benin,155,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801
2015,Syria,156,3.006,0.6632,0.47489,0.72193,0.15684,0.47179,0.18906
2015,Burundi,157,2.905,0.0153,0.41587,0.22396,0.1185,0.19727,0.10062
2015,Togo,158,2.839,0.20868,0.13995,0.28443,0.36453,0.16681,0.10731
2016,Denmark,1,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453
2016,Switzerland,2,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203
2016,Iceland,3,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975
2016,Norway,4,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776
2016,Finland,5,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004
2016,Canada,6,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329
2016,Netherlands,7,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927
2016,New Zealand,8,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904
2016,Australia,9,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331
2016,Sweden,10,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867
2016,Israel,11,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728
2016,Austria,12,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348
2016,United States,13,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868
2016,Costa Rica,14,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547
2016,Puerto Rico,15,7.039,1.35943,1.08113,0.77758,0.46823,0.22202,0.12275
2016,Germany,16,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551
2016,Brazil,17,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166
2016,Belgium,18,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248
2016,Ireland,19,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754
2016,Luxembourg,20,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329
2016,Mexico,21,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355
2016,Singapore,22,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987
2016,United Kingdom,23,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399
2016,Chile,24,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451
2016,Panama,25,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423
2016,Argentina,26,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296
2016,Czech Republic,27,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986
2016,United Arab Emirates,28,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561
2016,Uruguay,29,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394
2016,Malta,30,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554
2016,Colombia,31,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399
2016,France,32,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808
2016,Thailand,33,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833
2016,Saudi Arabia,34,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008
2016,Taiwan,34,6.379,1.39729,0.92624,0.79565,0.32377,0.25495,0.0663
2016,Qatar,36,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049
2016,Spain,37,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137
2016,Algeria,38,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157
2016,Guatemala,39,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701
2016,Suriname,40,6.269,1.09686,0.77866,0.50933,0.52234,0.16665,0.12692
2016,Kuwait,41,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669
2016,Bahrain,42,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772
2016,Trinidad and Tobago,43,6.168,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241
2016,Venezuela,44,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304
2016,Slovakia,45,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947
2016,El Salvador,46,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613
2016,Malaysia,47,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081
2016,Nicaragua,48,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292
2016,Uzbekistan,49,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333
2016,Italy,50,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556
2016,Ecuador,51,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037
2016,Belize,52,5.956,0.87616,0.68655,0.45569,0.51231,0.23684,0.10771
2016,Japan,53,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985
2016,Kazakhstan,54,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132
2016,Moldova,55,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903
2016,Russia,56,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586
2016,Poland,57,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055
2016,South Korea,57,5.835,1.35948,0.72194,0.88645,0.25168,0.18824,0.07716
2016,Bolivia,59,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746
2016,Lithuania,60,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182
2016,Belarus,61,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457
2016,North Cyprus,62,5.771,1.31141,0.81826,0.84142,0.43596,0.26322,0.16578
2016,Slovenia,63,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635
2016,Peru,64,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292
2016,Turkmenistan,65,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467
2016,Mauritius,66,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203
2016,Libya,67,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339
2016,Latvia,68,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889
2016,Cyprus,69,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228
2016,Paraguay,70,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396
2016,Romania,71,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679
2016,Estonia,72,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519
2016,Jamaica,73,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294
2016,Croatia,74,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002
2016,Hong Kong,75,5.458,1.5107,0.87021,0.95277,0.48079,0.40097,0.31647
2016,Somalia,76,5.44,0.0,0.33613,0.11466,0.56778,0.27225,0.3118
2016,Kosovo,77,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547
2016,Turkey,78,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348
2016,Indonesia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322
2016,Jordan,80,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297
2016,Azerbaijan,81,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914
2016,Philippines,82,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757
2016,China,83,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745
2016,Bhutan,84,5.196,0.8527,0.90836,0.49759,0.46074,0.48546,0.1616
2016,Kyrgyzstan,85,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762
2016,Serbia,86,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339
2016,Bosnia and Herzegovina,87,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0.0
2016,Montenegro,88,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721
2016,Dominican Republic,89,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372
2016,Morocco,90,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404
2016,Hungary,91,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472
2016,Pakistan,92,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388
2016,Lebanon,93,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061
2016,Portugal,94,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521
2016,Macedonia,95,5.121,1.0193,0.78236,0.64738,0.27668,0.23507,0.07047
2016,Vietnam,96,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556
2016,Somaliland Region,97,5.057,0.25558,0.75862,0.33108,0.3913,0.51479,0.36794
2016,Tunisia,98,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817
2016,Greece,99,5.033,1.24886,0.75473,0.80029,0.05822,0.0,0.04127
2016,Tajikistan,100,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509
2016,Mongolia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285
2016,Laos,102,4.876,0.68042,0.5497,0.38291,0.52168,0.43079,0.22423
2016,Nigeria,103,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305
2016,Honduras,104,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906
2016,Iran,105,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557
2016,Zambia,106,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479
2016,Nepal,107,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008
2016,Palestinian Territories,108,4.754,0.67024,0.71629,0.56844,0.17744,0.11154,0.10613
2016,Albania,109,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301
2016,Bangladesh,110,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583
2016,Sierra Leone,111,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196
2016,Iraq,112,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636
2016,Namibia,113,4.574,0.93287,0.70362,0.34745,0.48614,0.07795,0.10398
2016,Cameroon,114,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126
2016,Ethiopia,115,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717
2016,South Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415
2016,Sri Lanka,117,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964
2016,India,118,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722
2016,Myanmar,119,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243
2016,Egypt,120,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393
2016,Armenia,121,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616
2016,Kenya,122,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686
2016,Ukraine,123,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829
2016,Ghana,124,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326
2016,Congo (Kinshasa),125,4.272,0.05661,0.80676,0.188,0.15602,0.25458,0.06075
2016,Georgia,126,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188
2016,Congo (Brazzaville),127,4.236,0.77109,0.47799,0.28212,0.37938,0.12077,0.09753
2016,Senegal,128,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681
2016,Bulgaria,129,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615
2016,Mauritania,130,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955
2016,Zimbabwe,131,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582
2016,Malawi,132,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564
2016,Sudan,133,4.139,0.63069,0.81928,0.29759,0.0,0.18077,0.10039
2016,Gabon,134,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314
2016,Mali,135,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647
2016,Haiti,136,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476
2016,Botswana,137,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769
2016,Comoros,138,3.956,0.27509,0.60323,0.29981,0.15412,0.1827,0.18437
2016,Ivory Coast,139,3.916,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553
2016,Cambodia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092
2016,Angola,141,3.866,0.84731,0.66366,0.04991,0.00589,0.12071,0.08434
2016,Niger,142,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176
2016,South Sudan,143,3.832,0.39394,0.18519,0.15781,0.19662,0.25899,0.13015
2016,Chad,144,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952
2016,Burkina Faso,145,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533
2016,Uganda,145,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442
2016,Yemen,147,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892
2016,Madagascar,148,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506
2016,Tanzania,149,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099
2016,Liberia,150,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852
2016,Guinea,151,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192
2016,Rwanda,152,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521
2016,Benin,153,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681
2016,Afghanistan,154,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112
